Fecha procesado,2026-04-15 16:51:47
Fecha y Hora,2026-04-15 15:19:13
Medidor,VGM_GAUSSMETER
Firmware,AL-PRG-0VGM-01 4.01
Muestras por punto,5
T estabilizacion (s),2.5
Velocidad (mm/min),1000
Sigma (automatico),1.0
Archivo origen,Measurement_Parallelepiped_150x150x150_15.csv

X,Y,Z,Time (s),x axis (gauss),y axis (gauss),z axis (gauss),Magnitude (gauss)
30.0,-30.0,-15.0,0.75,-31.223481312623438,466.17750751209235,-15.899455113154502,467.48750751209235
15.0,-30.0,-15.0,0.75,-31.83108977369099,466.33516644764745,-15.872986900265527,467.6851664476475
0.0,-30.0,-15.0,0.75,-32.34891022630901,466.4575075120923,-15.820544886845493,467.8375075120923
-15.0,-30.0,-15.0,0.75,-32.808153347913034,466.26407667395654,-15.733531787111025,467.67407667395645
-30.0,-30.0,-15.0,0.75,-33.22353178711102,465.957820452618,-15.613481312623444,467.39782045261796
-45.0,-30.0,-15.0,0.75,-33.5426739597399,465.46321884658533,-15.44,466.92321884658537
-60.0,-30.0,-15.0,0.75,-33.792936425777945,464.87836533946347,-15.217013099734471,466.3483653394635
-75.0,-30.0,-15.0,0.75,-33.989192647116454,464.2140766739564,-14.901140248178573,465.69407667395654
-75.0,-15.0,-15.0,0.75,-33.222986900265525,464.286569161864,-15.150000000000002,465.71656916186413
-60.0,-15.0,-15.0,0.75,-33.03158418604891,464.8960242750186,-15.459999999999999,466.3160242750186
-45.0,-15.0,-15.0,0.75,-32.9594551131545,465.51755798657985,-15.709999999999999,466.93755798658
-30.0,-15.0,-15.0,0.75,-32.82244201342004,465.8908073528834,-15.92353178711102,467.31080735288344
-15.0,-15.0,-15.0,0.75,-32.54706357422205,466.1830373747531,-16.0905448868455,467.59303737475307
0.0,-15.0,-15.0,0.75,-32.25,466.31651868737646,-16.242391538932452,467.70651868737644
15.0,-15.0,-15.0,0.75,-31.925973800531054,466.2370130997345,-16.332986900265524,467.60701309973444
30.0,-15.0,-15.0,0.75,-31.529949525512418,466.04457108631436,-16.38651868737655,467.39457108631433
45.0,-15.0,-15.0,0.75,-31.148910226309003,465.641089773691,-16.4694551131545,466.9705448868454
60.0,-15.0,-15.0,0.75,-30.64701309973447,465.0662867410567,-16.491089773690987,466.36329984079117
75.0,-15.0,-15.0,0.75,-30.242986900265524,464.2394551131544,-16.542442013420033,465.5094551131545
75.0,0.0,-15.0,0.75,-31.098910226309005,464.41270447945806,-17.277013099734468,465.7721595926126
60.0,0.0,-15.0,0.75,-31.41402619946894,465.08407667395636,-17.173481312623444,466.4540766739564
45.0,0.0,-15.0,0.75,-31.672442013420028,465.74901117528407,-17.050544886845493,467.1290111752841
30.0,0.0,-15.0,0.75,-31.851039299203414,466.13212907289443,-16.948910226309007,467.5221290728944
15.0,0.0,-15.0,0.75,-32.12189712657454,466.3264682128889,-16.85135223972904,467.726468212889
0.0,0.0,-15.0,0.75,-32.29755798657995,466.41462156080206,-16.71701309973447,467.82462156080203
-15.0,0.0,-15.0,0.75,-32.433531787111015,466.34999999999997,-16.552986900265527,467.76298690026545
-30.0,0.0,-15.0,0.75,-32.50457108631443,466.08005047448756,-16.349999999999998,467.4900504744876
-45.0,0.0,-15.0,0.75,-32.50646821288897,465.69864776027094,-16.121089773690993,467.1086477602709
-60.0,0.0,-15.0,0.75,-32.53407667395652,465.19140271421657,-15.854076673956516,466.59140271421654
-75.0,0.0,-15.0,0.75,-32.53,464.41059536133304,-15.526518687376553,465.800595361333
-75.0,15.0,-15.0,0.75,-31.695166447647512,464.655973800531,-15.738859751821428,465.99597380053103
-60.0,15.0,-15.0,0.75,-31.846468212888972,465.3745710863144,-16.041634660536484,466.7345710863143
-45.0,15.0,-15.0,0.75,-32.04537843919797,465.89516644764745,-16.33651868737655,467.27516644764745
-30.0,15.0,-15.0,0.75,-32.15189712657453,466.32452061182687,-16.58701309973447,467.72397572498124
-15.0,15.0,-15.0,0.75,-32.239999999999995,466.55,-16.81,467.96000000000004
0.0,15.0,-15.0,0.75,-32.35896070079659,466.5299999999999,-17.012986900265528,467.95298690026556
15.0,15.0,-15.0,0.75,-32.28244201342003,466.4672755657725,-17.160544886845496,467.8972755657724
30.0,15.0,-15.0,0.75,-32.26130176524146,466.20072635867774,-17.32537843919798,467.63072635867775
45.0,15.0,-15.0,0.75,-32.152936425777945,465.7729364257779,-17.481897126574534,467.2029364257778
60.0,15.0,-15.0,0.75,-32.08070640390838,465.258910226309,-17.60841581395109,466.68891022630896
75.0,15.0,-15.0,0.75,-31.88054488684549,464.51135223972904,-17.762936425777948,465.941352239729
75.0,30.0,-15.0,0.75,-32.608365339463504,464.6565186873765,-18.384884026840062,466.1565186873765
60.0,30.0,-15.0,0.75,-32.66701309973447,465.33114024817866,-18.195428913685557,466.8211402481786
45.0,30.0,-15.0,0.75,-32.669455113154505,465.9872755657725,-18.028910226309005,467.47727556577246
30.0,30.0,-15.0,0.75,-32.51794135636257,466.3588597518214,-17.834621560802013,467.8288597518213
15.0,30.0,-15.0,0.75,-32.4394551131545,466.615711334493,-17.621089773690993,468.06571133449296
0.0,30.0,-15.0,0.75,-32.35646821288898,466.76173560951156,-17.4394551131545,468.20173560951156
-15.0,30.0,-15.0,0.75,-32.07755798657996,466.7238447276366,-17.212986900265527,468.13384472763664
-30.0,30.0,-15.0,0.75,-31.862986900265525,466.5051159731599,-16.998910226309007,467.8951159731599
-45.0,30.0,-15.0,0.75,-31.5394551131545,466.0754488684549,-16.700544886845492,467.43544886845496
-60.0,30.0,-15.0,0.75,-31.202673959739897,465.597820452618,-16.43108977369099,466.92782045261794
-75.0,30.0,-15.0,0.75,-30.769999999999996,464.92239153893246,-16.109505587642083,466.2123915389325
-75.0,45.0,-15.0,0.75,-30.039999999999996,465.3029364257779,-16.627820452618014,466.56293642577793
-60.0,45.0,-15.0,0.75,-30.63646821288897,465.9918466520869,-16.925923326043478,467.3018466520869
-45.0,45.0,-15.0,0.75,-31.06407667395652,466.54148323707375,-17.201089773690992,467.8820281239192
-30.0,45.0,-15.0,0.75,-31.569455113154504,466.85272443422747,-17.47353178711102,468.24272443422745
-15.0,45.0,-15.0,0.75,-32.001897126574534,467.03729552054193,-17.732986900265526,468.4667506336964
0.0,45.0,-15.0,0.75,-32.38651868737655,467.066205746851,-17.947608461067546,468.52620574685085
15.0,45.0,-15.0,0.75,-32.779071743371894,467.0153784391979,-18.17189712657453,468.5118466520869
30.0,45.0,-15.0,0.75,-32.98407667395652,466.7221290728943,-18.369999999999997,468.2421290728944
45.0,45.0,-15.0,0.75,-33.18999999999999,466.16711404870955,-18.597557986579965,467.7141271484441
60.0,45.0,-15.0,0.75,-33.41950558764208,465.58080735288354,-18.833531787111024,467.15080735288353
75.0,45.0,-15.0,0.75,-33.510544886845494,464.92026246603797,-19.062442013420032,466.51026246603806
75.0,60.0,-15.0,0.75,-34.31701309973447,465.11493450132764,-19.66,466.78493450132765
60.0,60.0,-15.0,0.75,-34.15108977369099,465.9680523989378,-19.399999999999995,467.6180523989378
45.0,60.0,-15.0,0.75,-33.841584186048905,466.66506549867233,-19.133531787111025,468.27506549867235
30.0,60.0,-15.0,0.75,-33.47244201342003,467.1327244342273,-18.86701309973447,468.70272443422743
15.0,60.0,-15.0,0.75,-33.03059536133308,467.53885975182146,-18.610544886845496,469.06885975182144
0.0,60.0,-15.0,0.75,-32.542986900265525,467.6189607007966,-18.36701309973447,469.10896070079656
-15.0,60.0,-15.0,0.75,-31.9,467.54999999999995,-18.105973800531057,468.97999999999996
-30.0,60.0,-15.0,0.75,-31.3194551131545,467.2945206118269,-17.865973800531055,468.6745206118269
-45.0,60.0,-15.0,0.75,-30.66760846106754,466.93407667395644,-17.647557986579965,468.264621560802
-60.0,60.0,-15.0,0.75,-30.036468212888977,466.406730678927,-17.42755798657997,467.696730678927
-75.0,60.0,-15.0,0.75,-29.28651868737655,465.8064177384013,-17.157557986579967,467.03641773840144
-75.0,75.0,-15.0,0.75,-28.661897126574534,466.20592332604343,-17.742391538932452,467.4159233260434
-60.0,75.0,-15.0,0.75,-29.467013099734473,466.86103929920336,-18.058960700796586,468.13103929920345
-45.0,75.0,-15.0,0.75,-30.21651868737655,467.39701309973435,-18.232986900265526,468.7205448868455
-30.0,75.0,-15.0,0.75,-30.990807352883547,467.8705448868454,-18.42701309973447,469.2505448868455
-15.0,75.0,-15.0,0.75,-31.699899051024836,468.2142886655069,-18.632442013420032,469.65075687839595
0.0,75.0,-15.0,0.75,-32.519949525512416,468.32103929920333,-18.899999999999995,469.82103929920333
15.0,75.0,-15.0,0.75,-33.32592332604347,468.17755798657987,-19.160544886845493,469.74755798657986
30.0,75.0,-15.0,0.75,-33.95940463866692,467.79566086000534,-19.43592332604348,469.4256608600054
45.0,75.0,-15.0,0.75,-34.524127148444094,467.2242381910194,-19.690544886845498,468.9042381910194
60.0,75.0,-15.0,0.75,-34.939455113154494,466.3372955205418,-19.975973800531055,468.06729552054196
75.0,75.0,-15.0,0.75,-35.27298690026553,465.3849345013276,-20.222986900265525,467.15493450132755
75.0,75.0,0.0,0.75,-35.332986900265524,464.93433913999445,-20.15054488684549,466.7043391399946
60.0,75.0,0.0,0.75,-35.01869823475854,465.80782045261793,-19.854076673956516,467.53836533946344
45.0,75.0,0.0,0.75,-34.59646821288897,466.64787092710554,-19.5894551131545,468.33732604026005
30.0,75.0,0.0,0.75,-34.043925250493785,467.2905448868454,-19.289455113154503,468.92054488684545
15.0,75.0,0.0,0.75,-33.37059536133307,467.7551159731599,-19.00701309973447,469.3251159731599
0.0,75.0,0.0,0.75,-32.654621560802006,467.86836533946337,-18.682986900265526,469.3718971265745
-15.0,75.0,0.0,0.75,-31.794076673956518,467.72244201342005,-18.33108977369099,469.15244201342
-30.0,75.0,0.0,0.75,-30.95217954738198,467.3694551131545,-18.031634660536486,468.7394551131544
-45.0,75.0,0.0,0.75,-30.1362562213385,466.83760846106753,-17.751089773690993,468.1381533479129
-60.0,75.0,0.0,0.75,-29.386468212888975,466.2500504744876,-17.54,467.5000504744876
-75.0,75.0,0.0,0.75,-28.586256221338505,465.49267395973993,-17.379999999999995,466.6926739597399
-75.0,60.0,0.0,0.75,-29.33298690026552,465.15005047448756,-16.74108977369099,466.3700504744876
-60.0,60.0,0.0,0.75,-30.02308784924068,465.86547938817307,-17.08244201342003,467.1384662884385
-45.0,60.0,0.0,0.75,-30.66010094897515,466.53646821288896,-17.402391538932452,467.86000000000007
-30.0,60.0,0.0,0.75,-31.20402619946894,467.00566086000543,-17.693481312623444,468.3756608600054
-15.0,60.0,0.0,0.75,-31.869999999999997,467.2779214015932,-17.985973800531056,468.70792140159307
0.0,60.0,0.0,0.75,-32.490050474487575,467.3207568783959,-18.298910226309008,468.80075687839593
15.0,60.0,0.0,0.75,-32.95537843919798,467.1740766739564,-18.556468212888973,468.6940766739565
30.0,60.0,0.0,0.75,-33.40506549867236,466.82909169814127,-18.798960700796588,468.3990916981412
45.0,60.0,0.0,0.75,-33.83054488684549,466.1975579865799,-19.06054488684549,467.8075579865799
60.0,60.0,0.0,0.75,-34.17059536133306,465.53098882471573,-19.30701309973447,467.18098882471577
75.0,60.0,0.0,0.75,-34.467013099734466,464.6659738005311,-19.55701309973447,466.34597380053094
75.0,45.0,0.0,0.75,-33.6394551131545,464.4437437786615,-19.04353178711102,466.0437437786615
60.0,45.0,0.0,0.75,-33.42950558764208,465.1948335523524,-18.820544886845497,466.76782045261797
45.0,45.0,0.0,0.75,-33.24646821288897,465.8170130997344,-18.578102873425458,467.36701309973444
30.0,45.0,0.0,0.75,-33.069404638666924,466.2829869002655,-18.369999999999997,467.81298690026546
15.0,45.0,0.0,0.75,-32.73950558764208,466.6167001592088,-18.136518687376547,468.10968705947425
0.0,45.0,0.0,0.75,-32.380050474487575,466.8040261994689,-17.895973800531056,468.26402619946884
-15.0,45.0,0.0,0.75,-32.03646821288897,466.7081533479131,-17.642986900265527,468.13815334791303
-30.0,45.0,0.0,0.75,-31.64407667395652,466.4469626252469,-17.356518687376553,467.8369626252469
-45.0,45.0,0.0,0.75,-31.13597380053105,466.0580523989378,-17.05701309973447,467.4010392992034
-60.0,45.0,0.0,0.75,-30.682341064444874,465.4721290728944,-16.735923326043476,466.77859728578335
-75.0,45.0,0.0,0.75,-30.135166447647507,464.7038142079184,-16.354076673956524,465.96381420791846
-75.0,30.0,0.0,0.75,-31.017557986579963,464.3326739597398,-16.08,465.64267395973974
-60.0,30.0,0.0,0.75,-31.347013099734472,465.13135223972904,-16.43597380053106,466.471352239729
-45.0,30.0,0.0,0.75,-31.589999999999996,465.645973800531,-16.7494551131545,467.01597380053096
-30.0,30.0,0.0,0.75,-31.92950558764208,466.14000000000004,-17.059455113154502,467.53999999999996
-15.0,30.0,0.0,0.75,-32.13462156080202,466.4389102263089,-17.320050474487577,467.858910226309
0.0,30.0,0.0,0.75,-32.429455113154496,466.45428866550697,-17.597013099734472,467.9042886655069
15.0,30.0,0.0,0.75,-32.55994952551242,466.35971757919253,-17.799455113154504,467.8297175791926
30.0,30.0,0.0,0.75,-32.67885975182143,466.0140261994689,-17.99353178711102,467.5010392992034
45.0,30.0,0.0,0.75,-32.72,465.57049441235796,-18.171089773690994,467.0704944123579
60.0,30.0,0.0,0.75,-32.79,464.95597380053096,-18.37701309973447,466.465973800531
75.0,30.0,0.0,0.75,-32.83701309973446,464.1522804963571,-18.582442013420028,465.68228049635707
75.0,15.0,0.0,0.75,-32.12272443422748,464.03646821288896,-17.93978800844953,465.4870130997345
60.0,15.0,0.0,0.75,-32.235923326043476,464.7154289136855,-17.777557986579968,466.1654289136855
45.0,15.0,0.0,0.75,-32.39,465.2594046386668,-17.63,466.70940463866685
30.0,15.0,0.0,0.75,-32.476417738401395,465.66212907289434,-17.46701309973447,467.11212907289433
15.0,15.0,0.0,0.75,-32.45462156080202,465.9801009489752,-17.295973800531055,467.4206458358206
0.0,15.0,0.0,0.75,-32.47348131262344,466.10140271421665,-17.099999999999998,467.54140271421664
-15.0,15.0,0.0,0.75,-32.470544886845495,466.031352239729,-16.89163466053649,467.46135223972897
-30.0,15.0,0.0,0.75,-32.36706357422205,465.7932693210729,-16.652442013420032,467.206801108184
-45.0,15.0,0.0,0.75,-32.21755798657996,465.46914217262884,-16.389455113154504,466.86914217262876
-60.0,15.0,0.0,0.75,-32.05,464.897063574222,-16.053531787111023,466.27059536133305
-75.0,15.0,0.0,0.75,-31.964076673956523,464.0864682128888,-15.702986900265527,465.44646821288893
-75.0,0.0,0.0,0.75,-32.77298690026552,463.92701309973444,-15.713531787111025,465.3470130997344
-60.0,0.0,0.0,0.75,-32.60999999999999,464.7367306789269,-16.06727556577252,466.14673067892693
-45.0,0.0,0.0,0.75,-32.6053279647104,465.3083148649759,-16.318910226309008,466.7283148649758
-30.0,0.0,0.0,0.75,-32.55896070079658,465.691947601062,-16.572986900265526,467.1219476010621
-15.0,0.0,0.0,0.75,-32.46,465.9745710863143,-16.79353178711102,467.40457108631443
0.0,0.0,0.0,0.75,-32.30532796471041,466.0978709271055,-16.96,467.51787092710555
15.0,0.0,0.0,0.75,-32.08298690026553,465.9750654986723,-17.10701309973447,467.3850654986723
30.0,0.0,0.0,0.75,-31.839999999999993,465.70945511315443,-17.248365339463508,467.1094551131545
45.0,0.0,0.0,0.75,-31.586518687376547,465.288153347913,-17.36701309973447,466.678153347913
60.0,0.0,0.0,0.75,-31.361897126574533,464.6783148649759,-17.49353178711102,466.05831486497596
75.0,0.0,0.0,0.75,-31.114026199468938,463.8915841860489,-17.605973800531057,465.2615841860488
75.0,-15.0,0.0,0.75,-30.212442013420034,463.79244201342,-16.940595361333074,465.0824420134199
60.0,-15.0,0.0,0.75,-30.592986900265522,464.6320785984068,-16.879999999999995,465.94207859840674
45.0,-15.0,0.0,0.75,-31.11597380053105,465.18407667395644,-16.800544886845493,466.5240766739565
30.0,-15.0,0.0,0.75,-31.486569161864125,465.6489102263089,-16.71701309973447,467.00891022630907
15.0,-15.0,0.0,0.75,-31.898102873425458,465.8556103855178,-16.633481312623445,467.2356103855178
0.0,-15.0,0.0,0.75,-32.262986900265524,465.9940261994689,-16.510544886845494,467.3940261994688
-15.0,-15.0,0.0,0.75,-32.62859728578338,465.942936425778,-16.392986900265527,467.36293642577795
-30.0,-15.0,0.0,0.75,-32.83,465.6853279647103,-16.19462156080202,467.11532796471033
-45.0,-15.0,0.0,0.75,-33.015115973159936,465.2810897736909,-15.968102873425464,466.721089773691
-60.0,-15.0,0.0,0.75,-33.177013099734474,464.6729869002655,-15.719999999999999,466.1129869002656
-75.0,-15.0,0.0,0.75,-33.41108977369099,464.00701309973437,-15.42407667395652,465.45701309973447
-75.0,-30.0,0.0,0.75,-34.00755798657996,463.89311789761024,-15.205115973159936,465.3831178976102
-60.0,-30.0,0.0,0.75,-33.66696262524689,464.50891022630896,-15.506468212888972,465.978910226309
-45.0,-30.0,0.0,0.75,-33.41701309973447,465.05000000000007,-15.737013099734472,466.51
-30.0,-30.0,0.0,0.75,-33.1094551131545,465.57891022630884,-15.922179547381985,467.01891022630895
-15.0,-30.0,0.0,0.75,-32.67298690026552,465.833794253149,-16.086468212888974,467.2537942531491
0.0,-30.0,0.0,0.75,-32.16701309973447,465.9914027142166,-16.183531787111026,467.3714027142166
15.0,-30.0,0.0,0.75,-31.599999999999994,465.9219476010621,-16.261897126574535,467.2719476010621
30.0,-30.0,0.0,0.75,-31.01,465.70381420791836,-16.289455113154503,467.01381420791853
45.0,-30.0,0.0,0.75,-30.378365339463507,465.23805239893784,-16.29836533946351,466.5080523989379
60.0,-30.0,0.0,0.75,-29.72782045261801,464.515640905236,-16.310544886845495,465.745640905236
75.0,-30.0,0.0,0.75,-29.094339139994563,463.6148335523525,-16.3,464.80483355235253
75.0,-45.0,0.0,0.75,-27.983531787111023,463.41108977369095,-15.619999999999996,464.51108977369097
60.0,-45.0,0.0,0.75,-28.905428913685558,464.508415813951,-15.709455113154503,465.6684158139511
45.0,-45.0,0.0,0.75,-29.84163466053648,465.26701309973436,-15.776518687376553,466.48701309973455
30.0,-45.0,0.0,0.75,-30.707013099734468,465.707063574222,-15.835973800531056,466.97706357422203
15.0,-45.0,0.0,0.75,-31.60646821288897,466.0111402481786,-15.896468212888974,467.35114024817847
0.0,-45.0,0.0,0.75,-32.353531787111024,466.06696262524684,-15.897013099734469,467.45696262524683
-15.0,-45.0,0.0,0.75,-33.05298690026552,465.83701309973435,-15.822986900265528,467.26701309973447
-30.0,-45.0,0.0,0.75,-33.67407667395652,465.4480523989378,-15.736468212888974,466.92805239893784
-45.0,-45.0,0.0,0.75,-34.11217954738198,464.9045206118268,-15.576518687376554,466.4080523989379
-60.0,-45.0,0.0,0.75,-34.48,464.2832493663036,-15.38,465.8132493663036
-75.0,-45.0,0.0,0.75,-34.79810287342546,463.59217954738193,-15.134571086314438,465.1397375339619
-75.0,-60.0,0.0,0.75,-35.41108977369099,463.1865186873766,-14.921089773690992,464.77651868737655
-60.0,-60.0,0.0,0.75,-35.07,463.941947601062,-15.169999999999998,465.5119476010621
-45.0,-60.0,0.0,0.75,-34.688960700796585,464.72999999999996,-15.323531787111026,466.2699999999999
-30.0,-60.0,0.0,0.75,-34.11189712657453,465.40138275944724,-15.45836533946351,466.9013827594472
-15.0,-60.0,0.0,0.75,-33.31244201342003,465.8554289136855,-15.522986900265527,467.29542891368556
0.0,-60.0,0.0,0.75,-32.34542891368556,466.2440766739565,-15.539999999999997,467.6140766739565
15.0,-60.0,0.0,0.75,-31.263481312623444,466.24999999999994,-15.43108977369099,467.54999999999995
30.0,-60.0,0.0,0.75,-30.12701309973447,466.04,-15.302986900265525,467.26
45.0,-60.0,0.0,0.75,-28.835923326043474,465.47859728578334,-15.06701309973447,466.60859728578333
60.0,-60.0,0.0,0.75,-27.671634660536494,464.5532693210729,-14.840544886845493,465.6038142079185
75.0,-60.0,0.0,0.75,-26.54298690026552,463.28782045261795,-14.57701309973447,464.267820452618
75.0,-75.0,0.0,0.75,-25.07973753396195,463.218314864976,-12.689737533961951,464.06831486497583
60.0,-75.0,0.0,0.75,-26.550544886845497,464.71641773840145,-13.592936425777948,465.6664177384013
45.0,-75.0,0.0,0.75,-28.12836533946351,465.6700504744876,-14.081089773690993,466.72950558764205
30.0,-75.0,0.0,0.75,-29.709455113154497,466.3740261994689,-14.475923326043478,467.5340261994689
15.0,-75.0,0.0,0.75,-31.291897126574533,466.5365186873765,-14.773531787111025,467.8165186873765
0.0,-75.0,0.0,0.75,-32.60407667395652,466.4194551131544,-14.985923326043478,467.7894551131545
-15.0,-75.0,0.0,0.75,-33.923531787111024,465.99914217262886,-15.024621560802016,467.46914217262884
-30.0,-75.0,0.0,0.75,-34.86054488684549,465.3665186873765,-14.982986900265528,466.90651868737655
-45.0,-75.0,0.0,0.75,-35.53298690026553,464.4470130997344,-14.839999999999995,466.03701309973445
-60.0,-75.0,0.0,0.75,-36.06293642577795,463.49755798658,-14.646468212888974,465.1275579865799
-75.0,-75.0,0.0,0.75,-36.189243121604036,462.6216346605364,-14.221634660536484,464.25163466053647
-75.0,-75.0,15.0,0.75,-36.45184665208696,462.0191926471164,-15.787063574222048,463.7191926471165
-60.0,-75.0,15.0,0.75,-36.05896070079658,463.1237942531491,-15.859999999999998,464.79379425314903
-45.0,-75.0,15.0,0.75,-35.52184665208696,464.1140261994689,-15.957013099734471,465.7404944123578
-30.0,-75.0,15.0,0.75,-34.74755798657997,464.99488402684005,-16.03402619946894,466.56488402684005
-15.0,-75.0,15.0,0.75,-33.757013099734465,465.76108977369086,-16.051089773690993,467.25108977369104
0.0,-75.0,15.0,0.75,-32.44353178711103,466.1799495255123,-15.992986900265528,467.57994952551235
15.0,-75.0,15.0,0.75,-30.99298690026552,466.20103929920333,-15.834026199468942,467.49103929920335
30.0,-75.0,15.0,0.75,-29.44537843919798,465.8264682128889,-15.609999999999996,467.01592332604343
45.0,-75.0,15.0,0.75,-27.76571133449301,465.10321884658543,-15.370544886845495,466.1832188465853
60.0,-75.0,15.0,0.75,-26.11701309973447,463.7324420134199,-15.160544886845493,464.71244201341995
75.0,-75.0,15.0,0.75,-24.29,461.7735317871109,-15.057013099734469,462.653531787111
75.0,-60.0,15.0,0.75,-26.4594551131545,462.57283547680277,-15.96701309973447,463.60283547680274
60.0,-60.0,15.0,0.75,-27.686468212888975,463.9653279647104,-15.980544886845497,465.06234106444475
45.0,-60.0,15.0,0.75,-28.873481312623447,464.9429364257779,-16.04810287342546,466.11293642577795
30.0,-60.0,15.0,0.75,-30.139455113154497,465.59509601839056,-16.17727556577252,466.84509601839056
15.0,-60.0,15.0,0.75,-31.28483355235248,465.93940463866693,-16.22407667395652,467.26885975182137
0.0,-60.0,15.0,0.75,-32.37701309973447,465.9324924879076,-16.262986900265528,467.3324924879076
-15.0,-60.0,15.0,0.75,-33.328647760270954,465.70457108631433,-16.250544886845493,467.17457108631436
-30.0,-60.0,15.0,0.75,-34.14353178711102,465.197063574222,-16.20402619946894,466.72706357422203
-45.0,-60.0,15.0,0.75,-34.74755798657997,464.5665186873766,-16.099455113154505,466.13651868737645
-60.0,-60.0,15.0,0.75,-35.17005047448757,463.78701309973445,-15.978910226309008,465.38701309973453
-75.0,-60.0,15.0,0.75,-35.620544886845494,463.1029364257779,-15.810544886845495,464.73293642577795
-75.0,-45.0,15.0,0.75,-35.08,463.47896070079656,-15.772986900265527,465.0689607007966
-60.0,-45.0,15.0,0.75,-34.63,464.1665186873765,-15.977608461067547,465.7265186873765
-45.0,-45.0,15.0,0.75,-34.22103929920341,464.7223915389324,-16.14244201342003,466.2523915389325
-30.0,-45.0,15.0,0.75,-33.72841581395108,465.23013099734465,-16.28,466.73013099734465
-15.0,-45.0,15.0,0.75,-33.09651868737655,465.68343083813585,-16.37542891368556,467.1434308381358
0.0,-45.0,15.0,0.75,-32.36755798657997,465.78576180898057,-16.45701309973447,467.19576180898054
15.0,-45.0,15.0,0.75,-31.545973800531055,465.75999999999993,-16.479999999999997,467.10999999999996
30.0,-45.0,15.0,0.75,-30.67651868737655,465.42005047448754,-16.492986900265524,466.72005047448755
45.0,-45.0,15.0,0.75,-29.78750751209239,464.82914217262874,-16.503531787111022,466.06914217262886
60.0,-45.0,15.0,0.75,-28.923531787111024,464.04651868737653,-16.513531787111024,465.2365186873765
75.0,-45.0,15.0,0.75,-28.089949525512417,462.9566496847212,-16.565428913685558,464.0966496847212
75.0,-30.0,15.0,0.75,-29.190544886845498,463.2081028734254,-16.99,464.4286477602709
60.0,-30.0,15.0,0.75,-29.816468212888974,464.1651159731599,-16.907557986579967,465.4251159731599
45.0,-30.0,15.0,0.75,-30.36049441235792,464.8665691618641,-16.815923326043475,466.1565691618641
30.0,-30.0,15.0,0.75,-31.003481312623443,465.37303737475304,-16.742442013420032,466.7030373747531
15.0,-30.0,15.0,0.75,-31.66,465.6880523989378,-16.669999999999998,467.05805239893783
0.0,-30.0,15.0,0.75,-32.26945511315451,465.77620574685085,-16.580494412357915,467.1862057468509
-15.0,-30.0,15.0,0.75,-32.79810287342546,465.7223410644448,-16.467013099734473,467.16234106444483
-30.0,-30.0,15.0,0.75,-33.243531787111024,465.2229869002655,-16.303531787111027,466.69298690026545
-45.0,-30.0,15.0,0.75,-33.568647760270956,464.80428866550693,-16.134571086314438,466.29130176524137
-60.0,-30.0,15.0,0.75,-33.8894551131545,464.2472755657725,-15.89701309973447,465.7472755657725
-75.0,-30.0,15.0,0.75,-34.283481312623444,463.6524924879075,-15.650544886845497,465.1724924879076
-75.0,-15.0,15.0,0.75,-33.63999999999999,463.7189607007965,-15.732986900265528,465.19896070079653
-60.0,-15.0,15.0,0.75,-33.30727556577252,464.405640905236,-16.020544886845496,465.865640905236
-45.0,-15.0,15.0,0.75,-33.059999999999995,464.88189712657453,-16.281897126574535,466.33189712657446
-30.0,-15.0,15.0,0.75,-32.88114024817857,465.3045710863144,-16.503531787111026,466.7545710863144
-15.0,-15.0,15.0,0.75,-32.61885975182143,465.60760846106746,-16.708365339463512,467.0440766739565
0.0,-15.0,15.0,0.75,-32.25506549867235,465.75999999999993,-16.865973800531055,467.1740261994689
15.0,-15.0,15.0,0.75,-31.83597380053106,465.66701309973445,-16.985973800531056,467.05701309973443
30.0,-15.0,15.0,0.75,-31.412724434227478,465.35163466053643,-17.109455113154503,466.7216346605365
45.0,-15.0,15.0,0.75,-31.032986900265527,464.88760846106743,-17.207013099734468,466.23760846106745
60.0,-15.0,15.0,0.75,-30.59407667395652,464.2997175791925,-17.297557986579964,465.61971757919247
75.0,-15.0,15.0,0.75,-30.243481312623437,463.44103929920345,-17.402986900265528,464.7510392992034
75.0,0.0,15.0,0.75,-31.10646821288897,463.48082730765293,-17.805973800531056,464.8608273076529
60.0,0.0,15.0,0.75,-31.36701309973447,464.3089607007965,-17.705973800531055,465.6989607007965
45.0,0.0,15.0,0.75,-31.590544886845493,464.89326932107286,-17.56108977369099,466.2932693210729
30.0,0.0,15.0,0.75,-31.832724434227483,465.33130176524134,-17.441584186048907,466.7413017652414
15.0,0.0,15.0,0.75,-32.095923326043476,465.5864682128889,-17.282986900265527,467.00646821288893
0.0,0.0,15.0,0.75,-32.291089773690985,465.68706357422207,-17.119999999999997,467.117063574222
-15.0,0.0,15.0,0.75,-32.47805239893788,465.651947601062,-16.93298690026553,467.0819476010621
-30.0,0.0,15.0,0.75,-32.55,465.45194760106205,-16.69402619946894,466.88194760106205
-45.0,0.0,15.0,0.75,-32.664076673956515,465.08239153893237,-16.449455113154503,466.51239153893243
-60.0,0.0,15.0,0.75,-32.7805448868455,464.5294551131544,-16.157013099734467,465.95945511315443
-75.0,0.0,15.0,0.75,-32.89755798657997,463.8359233260435,-15.832986900265528,465.26592332604343
