X (mm),Y (mm),RingNumber,Angle (deg)
-270.55120516760394,49.2650523429851,4.0,195.84014892578125
-258.9367428711333,92.6108157360068,4.0,40.92254638671875
-252.91323469404819,107.98099701611066,4.0,59.0075798034668
-245.97831877507898,122.96205387267098,4.0,141.536376953125
-238.15698604072065,137.49999999999997,4.0,177.99635314941406
-229.47742174278324,151.54244590306962,4.0,284.07598876953125
-219.97090388894762,165.03878769028626,4.0,132.9667205810547
-209.6716905281482,177.94038943159717,4.0,259.42816162109375
-177.94038943159717,209.67169052814816,4.0,213.5482177734375
-165.03878769028626,219.9709038889476,4.0,104.85211181640625
-151.54244590306962,229.4774217427833,4.0,146.87539672851562
-137.50000000000003,238.15698604072062,4.0,151.89251708984375
-122.96205387267099,245.97831877507898,4.0,74.12326049804688
-107.98099701611065,252.91323469404819,4.0,269.03179931640625
-92.61081573600683,258.9367428711333,4.0,117.2369384765625
-49.26505234298512,270.55120516760394,4.0,139.9234619140625
-32.942330805100596,273.01978470639693,4.0,83.93917846679688
-16.50089703229567,274.5044997757406,4.0,85.68538665771484
-1.6838893488276108e-14,275.0,4.0,66.51720428466797
16.500897032295697,274.5044997757406,4.0,99.92913818359375
32.94233080510056,273.01978470639693,4.0,70.35174560546875
49.26505234298508,270.55120516760394,4.0,353.7818298339844
92.6108157360068,258.9367428711333,4.0,46.4168701171875
107.98099701611068,252.91323469404819,4.0,22.95314598083496
122.96205387267096,245.97831877507898,4.0,350.0873107910156
137.49999999999994,238.15698604072065,4.0,308.2076721191406
151.54244590306965,229.47742174278324,4.0,344.1235046386719
165.03878769028626,219.97090388894762,4.0,318.02557373046875
177.9403894315971,209.67169052814822,4.0,280.5323791503906
209.6716905281482,177.94038943159717,4.0,270.4810791015625
219.9709038889476,165.03878769028628,4.0,217.05577087402344
229.4774217427832,151.54244590306968,4.0,174.55906677246094
238.15698604072065,137.49999999999997,4.0,215.8797149658203
245.97831877507895,122.962053872671,4.0,191.2154083251953
252.91323469404816,107.98099701611072,4.0,198.4381866455078
258.9367428711333,92.6108157360068,4.0,161.8046875
270.55120516760394,49.265052342985136,4.0,105.17695617675781
273.01978470639693,32.942330805100546,4.0,104.75843048095703
274.5044997757406,16.500897032295686,4.0,59.9024772644043
275.0,3.3677786976552216e-14,4.0,74.30416870117188
274.5044997757406,-16.50089703229562,4.0,52.80318832397461
273.01978470639693,-32.9423308051006,4.0,75.99179077148438
270.551205167604,-49.265052342985065,4.0,354.6523132324219
258.9367428711333,-92.61081573600684,4.0,18.101343154907227
252.91323469404819,-107.98099701611066,4.0,349.639892578125
245.97831877507898,-122.96205387267095,4.0,303.1690673828125
238.15698604072062,-137.50000000000003,4.0,320.93243408203125
229.47742174278324,-151.54244590306962,4.0,305.6218566894531
219.97090388894762,-165.03878769028623,4.0,6.205129623413086
209.67169052814822,-177.9403894315971,4.0,0.8123782277107239
177.94038943159717,-209.67169052814816,4.0,210.07119750976562
165.03878769028628,-219.9709038889476,4.0,185.39210510253906
151.54244590306968,-229.4774217427832,4.0,180.85272216796875
137.5000000000001,-238.1569860407206,4.0,162.36141967773438
122.96205387267091,-245.978318775079,4.0,163.9227752685547
107.98099701611063,-252.9132346940482,4.0,140.2902374267578
92.61081573600681,-258.9367428711333,4.0,121.7590103149414
49.26505234298503,-270.551205167604,4.0,124.01162719726562
32.94233080510057,-273.01978470639693,4.0,101.96406555175781
16.500897032295704,-274.5044997757406,4.0,82.73273468017578
5.051668046482832e-14,-275.0,4.0,74.55010223388672
-16.5008970322956,-274.5044997757406,4.0,71.89972686767578
-32.94233080510046,-273.01978470639693,4.0,49.62117385864258
-49.26505234298517,-270.55120516760394,4.0,235.20814514160156
-92.61081573600673,-258.9367428711333,4.0,71.02693939208984
-107.98099701611054,-252.91323469404824,4.0,29.628681182861328
-122.96205387267104,-245.97831877507895,4.0,25.865554809570312
-137.50000000000003,-238.15698604072062,4.0,55.97213363647461
-151.54244590306962,-229.4774217427833,4.0,43.66025924682617
-165.03878769028623,-219.97090388894765,4.0,81.62242889404297
-177.9403894315971,-209.67169052814825,4.0,19.475725173950195
-209.67169052814816,-177.9403894315972,4.0,296.7708740234375
-219.97090388894756,-165.0387876902863,4.0,301.0779113769531
-229.4774217427832,-151.5424459030697,4.0,249.88006591796875
-238.15698604072054,-137.5000000000001,4.0,331.64923095703125
-245.978318775079,-122.96205387267092,4.0,222.4496307373047
-252.9132346940482,-107.98099701611065,4.0,335.4369812011719
-258.9367428711333,-92.61081573600683,4.0,171.4196319580078
-270.55120516760394,-49.2650523429851,5.0,81.4919204711914
