x,y,z,B
20.0,-5.0,5.0,45.86109
25.0,-5.0,5.0,45.86553
30.0,-5.0,5.0,45.867344
35.0,-5.0,5.0,45.858616
40.0,-5.0,5.0,45.854465
45.0,-5.0,5.0,45.84186
50.0,-5.0,5.0,45.845116
55.0,-5.0,5.0,45.85854
60.0,-5.0,5.0,45.84822
65.0,-5.0,5.0,45.845737
70.0,-5.0,5.0,45.854527
75.0,-5.0,5.0,45.85538
80.0,-5.0,5.0,45.87553
85.0,-5.0,5.0,46.08859
-85.0,0.0,5.0,46.243877
-80.0,0.0,5.0,46.196968
-75.0,0.0,5.0,46.1633
-70.0,0.0,5.0,46.131554
-65.0,0.0,5.0,46.11616
-60.0,0.0,5.0,46.087395
-55.0,0.0,5.0,46.06306
-50.0,0.0,5.0,46.043633
-45.0,0.0,5.0,46.039753
-40.0,0.0,5.0,46.0072
-35.0,0.0,5.0,46.003407
-30.0,0.0,5.0,45.975365
-25.0,0.0,5.0,45.94753
-20.0,0.0,5.0,45.92561
-15.0,0.0,5.0,45.9134
-10.0,0.0,5.0,45.89258
-5.0,0.0,5.0,45.897972
0.0,0.0,5.0,45.873863
5.0,0.0,5.0,45.87695
10.0,0.0,5.0,45.86981
15.0,0.0,5.0,45.868713
20.0,0.0,5.0,45.860912
25.0,0.0,5.0,45.864906
30.0,0.0,5.0,45.86162
35.0,0.0,5.0,45.849876
40.0,0.0,5.0,45.850304
45.0,0.0,5.0,45.84099
50.0,0.0,5.0,45.838036
55.0,0.0,5.0,45.837097
60.0,0.0,5.0,45.83444
65.0,0.0,5.0,45.839108
70.0,0.0,5.0,45.844147
75.0,0.0,5.0,45.85978
80.0,0.0,5.0,45.864735
85.0,0.0,5.0,46.101692
-85.0,5.0,5.0,46.21837
-80.0,5.0,5.0,46.183678
-75.0,5.0,5.0,46.15383
-70.0,5.0,5.0,46.122894
-65.0,5.0,5.0,46.107445
-60.0,5.0,5.0,46.070686
-55.0,5.0,5.0,46.069035
-50.0,5.0,5.0,46.0385
-45.0,5.0,5.0,46.02863
-40.0,5.0,5.0,46.015045
-35.0,5.0,5.0,45.999332
-30.0,5.0,5.0,45.968098
-25.0,5.0,5.0,45.949886
-20.0,5.0,5.0,45.923294
-15.0,5.0,5.0,45.909462
-10.0,5.0,5.0,45.90869
-5.0,5.0,5.0,45.882694
0.0,5.0,5.0,45.88155
5.0,5.0,5.0,45.883846
10.0,5.0,5.0,45.866688
15.0,5.0,5.0,45.86051
20.0,5.0,5.0,45.854805
25.0,5.0,5.0,45.871685
30.0,5.0,5.0,45.860634
35.0,5.0,5.0,45.854942
40.0,5.0,5.0,45.848648
45.0,5.0,5.0,45.84572
50.0,5.0,5.0,45.845287
55.0,5.0,5.0,45.845337
60.0,5.0,5.0,45.840935
65.0,5.0,5.0,45.843327
70.0,5.0,5.0,45.846497
75.0,5.0,5.0,45.861145
80.0,5.0,5.0,45.860634
85.0,5.0,5.0,46.110588
-85.0,10.0,5.0,46.216778
-80.0,10.0,5.0,46.192444
-75.0,10.0,5.0,46.147106
-70.0,10.0,5.0,46.11873
-65.0,10.0,5.0,46.09555
-60.0,10.0,5.0,46.073967
-55.0,10.0,5.0,46.06103
-50.0,10.0,5.0,46.046295
-45.0,10.0,5.0,46.032707
-40.0,10.0,5.0,46.005745
-35.0,10.0,5.0,45.992718
-30.0,10.0,5.0,45.966045
-25.0,10.0,5.0,45.945213
-20.0,10.0,5.0,45.92415
-15.0,10.0,5.0,45.896683
-10.0,10.0,5.0,45.910526
-5.0,10.0,5.0,45.887848
0.0,10.0,5.0,45.868107
5.0,10.0,5.0,45.86771
10.0,10.0,5.0,45.85915
15.0,10.0,5.0,45.86349
20.0,10.0,5.0,45.857857
25.0,10.0,5.0,45.86037
30.0,10.0,5.0,45.85812
35.0,10.0,5.0,45.85922
40.0,10.0,5.0,45.85447
45.0,10.0,5.0,45.838123
50.0,10.0,5.0,45.833298
55.0,10.0,5.0,45.833363
60.0,10.0,5.0,45.84225
65.0,10.0,5.0,45.840824
70.0,10.0,5.0,45.848286
75.0,10.0,5.0,45.859383
80.0,10.0,5.0,45.84867
85.0,10.0,5.0,46.104954
-85.0,15.0,5.0,46.213253
-80.0,15.0,5.0,46.17953
-75.0,15.0,5.0,46.132263
-70.0,15.0,5.0,46.10649
-65.0,15.0,5.0,46.08086
-60.0,15.0,5.0,46.067837
-55.0,15.0,5.0,46.064625
-50.0,15.0,5.0,46.037117
-45.0,15.0,5.0,46.028755
-40.0,15.0,5.0,46.003414
-35.0,15.0,5.0,45.99017
-30.0,15.0,5.0,45.959084
-25.0,15.0,5.0,45.942604
-20.0,15.0,5.0,45.908813
-15.0,15.0,5.0,45.888046
-10.0,15.0,5.0,45.890778
-5.0,15.0,5.0,45.883484
0.0,15.0,5.0,45.87328
5.0,15.0,5.0,45.87321
10.0,15.0,5.0,45.85811
15.0,15.0,5.0,45.849033
20.0,15.0,5.0,45.85847
25.0,15.0,5.0,45.864178
30.0,15.0,5.0,45.858044
35.0,15.0,5.0,45.842194
40.0,15.0,5.0,45.846806
45.0,15.0,5.0,45.833977
50.0,15.0,5.0,45.82797
55.0,15.0,5.0,45.83749
60.0,15.0,5.0,45.83907
65.0,15.0,5.0,45.847725
70.0,15.0,5.0,45.843075
75.0,15.0,5.0,45.843273
80.0,15.0,5.0,45.84743
85.0,15.0,5.0,46.10898
-85.0,20.0,5.0,46.205322
-80.0,20.0,5.0,46.169796
-75.0,20.0,5.0,46.129395
-70.0,20.0,5.0,46.102722
-65.0,20.0,5.0,46.07347
-60.0,20.0,5.0,46.059093
-55.0,20.0,5.0,46.050156
-50.0,20.0,5.0,46.020504
-45.0,20.0,5.0,46.011658
-40.0,20.0,5.0,46.0085
-35.0,20.0,5.0,45.976894
-30.0,20.0,5.0,45.954487
-25.0,20.0,5.0,45.928566
-20.0,20.0,5.0,45.912296
-15.0,20.0,5.0,45.891712
-10.0,20.0,5.0,45.87703
-5.0,20.0,5.0,45.892162
0.0,20.0,5.0,45.868877
5.0,20.0,5.0,45.85997
10.0,20.0,5.0,45.848755
15.0,20.0,5.0,45.855297
20.0,20.0,5.0,45.844284
25.0,20.0,5.0,45.85009
30.0,20.0,5.0,45.85475
35.0,20.0,5.0,45.850266
40.0,20.0,5.0,45.8391
45.0,20.0,5.0,45.82547
50.0,20.0,5.0,45.820896
55.0,20.0,5.0,45.829994
60.0,20.0,5.0,45.829025
65.0,20.0,5.0,45.82317
70.0,20.0,5.0,45.838184
75.0,20.0,5.0,45.842625
80.0,20.0,5.0,45.84735
85.0,20.0,5.0,46.10508
-85.0,25.0,5.0,46.192726
-80.0,25.0,5.0,46.157497
-75.0,25.0,5.0,46.125034
-70.0,25.0,5.0,46.08778
-65.0,25.0,5.0,46.066517
-60.0,25.0,5.0,46.04175
-55.0,25.0,5.0,46.031155
-50.0,25.0,5.0,46.017002
-45.0,25.0,5.0,46.006596
-40.0,25.0,5.0,46.0022
-35.0,25.0,5.0,45.964676
-30.0,25.0,5.0,45.94257
-25.0,25.0,5.0,45.925564
-20.0,25.0,5.0,45.901295
-15.0,25.0,5.0,45.884037
-10.0,25.0,5.0,45.87683
-5.0,25.0,5.0,45.880272
0.0,25.0,5.0,45.84944
5.0,25.0,5.0,45.8637
10.0,25.0,5.0,45.842644
15.0,25.0,5.0,45.847332
20.0,25.0,5.0,45.846233
25.0,25.0,5.0,45.850655
30.0,25.0,5.0,45.842815
35.0,25.0,5.0,45.840996
40.0,25.0,5.0,45.83026
45.0,25.0,5.0,45.824276
50.0,25.0,5.0,45.816254
55.0,25.0,5.0,45.809437
60.0,25.0,5.0,45.81417
65.0,25.0,5.0,45.81827
70.0,25.0,5.0,45.8329
75.0,25.0,5.0,45.836243
80.0,25.0,5.0,45.835133
85.0,25.0,5.0,46.11341
-85.0,30.0,5.0,46.18361
-80.0,30.0,5.0,46.150047
-75.0,30.0,5.0,46.116196
-70.0,30.0,5.0,46.076252
-65.0,30.0,5.0,46.057674
-60.0,30.0,5.0,46.040222
-55.0,30.0,5.0,46.022312
-50.0,30.0,5.0,46.005474
-45.0,30.0,5.0,45.99563
-40.0,30.0,5.0,45.98329
-35.0,30.0,5.0,45.961998
-30.0,30.0,5.0,45.933285
-25.0,30.0,5.0,45.922264
-20.0,30.0,5.0,45.886013
-15.0,30.0,5.0,45.883194
-10.0,30.0,5.0,45.86606
-5.0,30.0,5.0,45.865005
0.0,30.0,5.0,45.84308
5.0,30.0,5.0,45.854538
10.0,30.0,5.0,45.840725
15.0,30.0,5.0,45.834904
20.0,30.0,5.0,45.839993
25.0,30.0,5.0,45.83835
30.0,30.0,5.0,45.833363
35.0,30.0,5.0,45.821396
40.0,30.0,5.0,45.82627
45.0,30.0,5.0,45.817757
50.0,30.0,5.0,45.80879
55.0,30.0,5.0,45.818516
60.0,30.0,5.0,45.823654
65.0,30.0,5.0,45.820477
70.0,30.0,5.0,45.821873
75.0,30.0,5.0,45.837616
80.0,30.0,5.0,45.838062
85.0,30.0,5.0,46.103325
-85.0,35.0,5.0,46.16326
-80.0,35.0,5.0,46.134666
-75.0,35.0,5.0,46.09288
-70.0,35.0,5.0,46.068214
-65.0,35.0,5.0,46.03916
-60.0,35.0,5.0,46.0251
-55.0,35.0,5.0,46.003387
-50.0,35.0,5.0,45.99313
-45.0,35.0,5.0,45.987556
-40.0,35.0,5.0,45.95954
-35.0,35.0,5.0,45.951885
-30.0,35.0,5.0,45.919582
-25.0,35.0,5.0,45.90747
-20.0,35.0,5.0,45.888172
-15.0,35.0,5.0,45.857517
-10.0,35.0,5.0,45.850388
-5.0,35.0,5.0,45.853294
0.0,35.0,5.0,45.848274
5.0,35.0,5.0,45.836185
10.0,35.0,5.0,45.82331
15.0,35.0,5.0,45.833775
20.0,35.0,5.0,45.83282
25.0,35.0,5.0,45.832794
30.0,35.0,5.0,45.82934
35.0,35.0,5.0,45.818497
40.0,35.0,5.0,45.819366
45.0,35.0,5.0,45.80421
50.0,35.0,5.0,45.79457
55.0,35.0,5.0,45.812717
60.0,35.0,5.0,45.80651
65.0,35.0,5.0,45.804497
70.0,35.0,5.0,45.81856
75.0,35.0,5.0,45.814167
80.0,35.0,5.0,45.825016
85.0,35.0,5.0,46.107006
-85.0,40.0,5.0,46.151848
-80.0,40.0,5.0,46.125137
-75.0,40.0,5.0,46.08371
-70.0,40.0,5.0,46.05658
-65.0,40.0,5.0,46.034863
-60.0,40.0,5.0,46.01415
-55.0,40.0,5.0,45.993237
-50.0,40.0,5.0,45.990246
-45.0,40.0,5.0,45.970215
-40.0,40.0,5.0,45.946293
-35.0,40.0,5.0,45.933437
-30.0,40.0,5.0,45.90965
-25.0,40.0,5.0,45.885174
-20.0,40.0,5.0,45.87317
-15.0,40.0,5.0,45.85802
-10.0,40.0,5.0,45.83654
-5.0,40.0,5.0,45.84809
0.0,40.0,5.0,45.835266
5.0,40.0,5.0,45.8282
10.0,40.0,5.0,45.815697
15.0,40.0,5.0,45.810726
20.0,40.0,5.0,45.813995
25.0,40.0,5.0,45.813145
30.0,40.0,5.0,45.813236
35.0,40.0,5.0,45.802715
40.0,40.0,5.0,45.798267
45.0,40.0,5.0,45.797066
50.0,40.0,5.0,45.783733
55.0,40.0,5.0,45.79425
60.0,40.0,5.0,45.79558
65.0,40.0,5.0,45.81432
70.0,40.0,5.0,45.79476
75.0,40.0,5.0,45.80518
80.0,40.0,5.0,45.819443
85.0,40.0,5.0,46.104855
-85.0,45.0,5.0,46.14223
-80.0,45.0,5.0,46.11015
-75.0,45.0,5.0,46.063206
-70.0,45.0,5.0,46.040787
-65.0,45.0,5.0,46.008957
-60.0,45.0,5.0,45.990322
-55.0,45.0,5.0,45.99054
-50.0,45.0,5.0,45.958736
-45.0,45.0,5.0,45.95932
-40.0,45.0,5.0,45.930847
-35.0,45.0,5.0,45.914757
-30.0,45.0,5.0,45.896866
-25.0,45.0,5.0,45.870308
-20.0,45.0,5.0,45.853374
-15.0,45.0,5.0,45.84912
-10.0,45.0,5.0,45.82869
-5.0,45.0,5.0,45.82134
0.0,45.0,5.0,45.8094
5.0,45.0,5.0,45.812996
10.0,45.0,5.0,45.801872
15.0,45.0,5.0,45.803474
20.0,45.0,5.0,45.80847
25.0,45.0,5.0,45.80111
30.0,45.0,5.0,45.80299
35.0,45.0,5.0,45.795494
40.0,45.0,5.0,45.802124
45.0,45.0,5.0,45.780052
50.0,45.0,5.0,45.78734
55.0,45.0,5.0,45.7805
60.0,45.0,5.0,45.797222
65.0,45.0,5.0,45.79232
70.0,45.0,5.0,45.795807
75.0,45.0,5.0,45.799484
80.0,45.0,5.0,45.797386
85.0,45.0,5.0,46.12922
-85.0,50.0,5.0,46.13149
-80.0,50.0,5.0,46.091198
-75.0,50.0,5.0,46.056618
-70.0,50.0,5.0,46.02247
-65.0,50.0,5.0,46.000397
-60.0,50.0,5.0,45.985264
-55.0,50.0,5.0,45.97838
-50.0,50.0,5.0,45.949875
-45.0,50.0,5.0,45.942593
-40.0,50.0,5.0,45.91961
-35.0,50.0,5.0,45.90195
-30.0,50.0,5.0,45.87768
-25.0,50.0,5.0,45.857937
-20.0,50.0,5.0,45.845856
-15.0,50.0,5.0,45.825565
-10.0,50.0,5.0,45.816154
-5.0,50.0,5.0,45.80556
0.0,50.0,5.0,45.792976
5.0,50.0,5.0,45.79964
10.0,50.0,5.0,45.78888
15.0,50.0,5.0,45.79045
20.0,50.0,5.0,45.789875
25.0,50.0,5.0,45.795383
30.0,50.0,5.0,45.782402
35.0,50.0,5.0,45.772343
40.0,50.0,5.0,45.790924
45.0,50.0,5.0,45.76551
50.0,50.0,5.0,45.761772
55.0,50.0,5.0,45.775036
60.0,50.0,5.0,45.77601
65.0,50.0,5.0,45.7814
70.0,50.0,5.0,45.788
75.0,50.0,5.0,45.78119
80.0,50.0,5.0,45.791447
85.0,50.0,5.0,46.108543
-85.0,55.0,5.0,46.107895
-80.0,55.0,5.0,46.07132
-75.0,55.0,5.0,46.02818
-70.0,55.0,5.0,46.00808
-65.0,55.0,5.0,45.98534
-60.0,55.0,5.0,45.964996
-55.0,55.0,5.0,45.954937
-50.0,55.0,5.0,45.93473
-45.0,55.0,5.0,45.931538
-40.0,55.0,5.0,45.898228
-35.0,55.0,5.0,45.89331
-30.0,55.0,5.0,45.863186
-25.0,55.0,5.0,45.84731
-20.0,55.0,5.0,45.829765
-15.0,55.0,5.0,45.80487
-10.0,55.0,5.0,45.79657
-5.0,55.0,5.0,45.789906
0.0,55.0,5.0,45.785465
5.0,55.0,5.0,45.78011
10.0,55.0,5.0,45.7721
15.0,55.0,5.0,45.780838
20.0,55.0,5.0,45.772358
25.0,55.0,5.0,45.783676
30.0,55.0,5.0,45.76613
35.0,55.0,5.0,45.784138
40.0,55.0,5.0,45.766026
45.0,55.0,5.0,45.754955
50.0,55.0,5.0,45.740032
55.0,55.0,5.0,45.75632
60.0,55.0,5.0,45.756268
65.0,55.0,5.0,45.772346
70.0,55.0,5.0,45.763077
75.0,55.0,5.0,45.786625
80.0,55.0,5.0,45.79006
85.0,55.0,5.0,46.124752
-85.0,60.0,5.0,46.0982
-80.0,60.0,5.0,46.06503
-75.0,60.0,5.0,46.014946
-70.0,60.0,5.0,45.98982
-65.0,60.0,5.0,45.96447
-60.0,60.0,5.0,45.950104
-55.0,60.0,5.0,45.931618
-50.0,60.0,5.0,45.916595
-45.0,60.0,5.0,45.90239
-40.0,60.0,5.0,45.88193
-35.0,60.0,5.0,45.877773
-30.0,60.0,5.0,45.84233
-25.0,60.0,5.0,45.8299
-20.0,60.0,5.0,45.813595
-15.0,60.0,5.0,45.79238
-10.0,60.0,5.0,45.773876
-5.0,60.0,5.0,45.767345
0.0,60.0,5.0,45.771336
5.0,60.0,5.0,45.76648
10.0,60.0,5.0,45.75796
15.0,60.0,5.0,45.764164
20.0,60.0,5.0,45.756668
25.0,60.0,5.0,45.76603
30.0,60.0,5.0,45.760715
35.0,60.0,5.0,45.748272
40.0,60.0,5.0,45.75393
45.0,60.0,5.0,45.72885
50.0,60.0,5.0,45.738846
55.0,60.0,5.0,45.7381
60.0,60.0,5.0,45.74771
65.0,60.0,5.0,45.750286
70.0,60.0,5.0,45.74092
75.0,60.0,5.0,45.760635
80.0,60.0,5.0,45.770786
85.0,60.0,5.0,46.13037
-85.0,65.0,5.0,46.070717
-80.0,65.0,5.0,46.02779
-75.0,65.0,5.0,45.99734
-70.0,65.0,5.0,45.95296
-65.0,65.0,5.0,45.955166
-60.0,65.0,5.0,45.91268
-55.0,65.0,5.0,45.909004
-50.0,65.0,5.0,45.8971
-45.0,65.0,5.0,45.87972
-40.0,65.0,5.0,45.865818
-35.0,65.0,5.0,45.85316
-30.0,65.0,5.0,45.826664
-25.0,65.0,5.0,45.817806
-20.0,65.0,5.0,45.797043
-15.0,65.0,5.0,45.77934
-10.0,65.0,5.0,45.756493
-5.0,65.0,5.0,45.74971
0.0,65.0,5.0,45.744404
5.0,65.0,5.0,45.752056
10.0,65.0,5.0,45.734158
15.0,65.0,5.0,45.74789
20.0,65.0,5.0,45.75573
25.0,65.0,5.0,45.7442
30.0,65.0,5.0,45.737915
35.0,65.0,5.0,45.737
40.0,65.0,5.0,45.732433
45.0,65.0,5.0,45.730133
50.0,65.0,5.0,45.728226
55.0,65.0,5.0,45.72756
60.0,65.0,5.0,45.73513
65.0,65.0,5.0,45.732502
70.0,65.0,5.0,45.744247
75.0,65.0,5.0,45.745934
80.0,65.0,5.0,45.736557
85.0,65.0,5.0,46.13879
-85.0,70.0,5.0,46.05522
-80.0,70.0,5.0,46.01822
-75.0,70.0,5.0,45.96866
-70.0,70.0,5.0,45.940556
-65.0,70.0,5.0,45.925037
-60.0,70.0,5.0,45.89179
-55.0,70.0,5.0,45.901875
-50.0,70.0,5.0,45.86728
-45.0,70.0,5.0,45.86649
-40.0,70.0,5.0,45.847294
-35.0,70.0,5.0,45.822582
-30.0,70.0,5.0,45.803333
-25.0,70.0,5.0,45.790653
-20.0,70.0,5.0,45.78652
-15.0,70.0,5.0,45.76016
-10.0,70.0,5.0,45.75183
-5.0,70.0,5.0,45.73361
0.0,70.0,5.0,45.730137
5.0,70.0,5.0,45.73836
10.0,70.0,5.0,45.717957
15.0,70.0,5.0,45.724247
20.0,70.0,5.0,45.723934
25.0,70.0,5.0,45.72767
30.0,70.0,5.0,45.71146
35.0,70.0,5.0,45.71643
40.0,70.0,5.0,45.71648
45.0,70.0,5.0,45.719597
50.0,70.0,5.0,45.708065
55.0,70.0,5.0,45.71177
60.0,70.0,5.0,45.720104
65.0,70.0,5.0,45.710495
70.0,70.0,5.0,45.715137
75.0,70.0,5.0,45.7274
80.0,70.0,5.0,45.74683
85.0,70.0,5.0,46.1342
-85.0,75.0,5.0,46.02837
-80.0,75.0,5.0,45.992805
-75.0,75.0,5.0,45.951168
-70.0,75.0,5.0,45.914684
-65.0,75.0,5.0,45.906696
-60.0,75.0,5.0,45.86049
-55.0,75.0,5.0,45.877937
-50.0,75.0,5.0,45.84276
-45.0,75.0,5.0,45.837402
-40.0,75.0,5.0,45.818913
-35.0,75.0,5.0,45.80256
-30.0,75.0,5.0,45.781586
-25.0,75.0,5.0,45.763145
-20.0,75.0,5.0,45.737103
-15.0,75.0,5.0,45.736847
-10.0,75.0,5.0,45.719574
-5.0,75.0,5.0,45.71125
0.0,75.0,5.0,45.70476
5.0,75.0,5.0,45.714767
10.0,75.0,5.0,45.697052
15.0,75.0,5.0,45.70304
20.0,75.0,5.0,45.70657
25.0,75.0,5.0,45.700867
30.0,75.0,5.0,45.701813
35.0,75.0,5.0,45.69573
40.0,75.0,5.0,45.70394
45.0,75.0,5.0,45.68125
50.0,75.0,5.0,45.691185
55.0,75.0,5.0,45.689327
60.0,75.0,5.0,45.691742
65.0,75.0,5.0,45.695103
70.0,75.0,5.0,45.694843
75.0,75.0,5.0,45.70853
80.0,75.0,5.0,45.71809
85.0,75.0,5.0,46.151737
-85.0,80.0,5.0,46.002186
-80.0,80.0,5.0,45.974617
-75.0,80.0,5.0,45.90739
-70.0,80.0,5.0,45.8983
-65.0,80.0,5.0,45.879734
-60.0,80.0,5.0,45.844597
-55.0,80.0,5.0,45.847324
-50.0,80.0,5.0,45.821926
-45.0,80.0,5.0,45.827667
-40.0,80.0,5.0,45.782867
-35.0,80.0,5.0,45.779354
-30.0,80.0,5.0,45.766056
-25.0,80.0,5.0,45.73227
-20.0,80.0,5.0,45.727764
-15.0,80.0,5.0,45.700512
-10.0,80.0,5.0,45.69653
-5.0,80.0,5.0,45.69892
0.0,80.0,5.0,45.674305
5.0,80.0,5.0,45.692608
10.0,80.0,5.0,45.671143
15.0,80.0,5.0,45.67771
20.0,80.0,5.0,45.68575
25.0,80.0,5.0,45.680283
30.0,80.0,5.0,45.67845
35.0,80.0,5.0,45.67836
40.0,80.0,5.0,45.67851
45.0,80.0,5.0,45.66253
50.0,80.0,5.0,45.678013
55.0,80.0,5.0,45.66535
60.0,80.0,5.0,45.66603
65.0,80.0,5.0,45.67618
70.0,80.0,5.0,45.68811
75.0,80.0,5.0,45.706993
80.0,80.0,5.0,45.689037
85.0,80.0,5.0,46.159107
-85.0,85.0,5.0,45.996655
-80.0,85.0,5.0,45.942074
-75.0,85.0,5.0,45.891014
-70.0,85.0,5.0,45.85449
-65.0,85.0,5.0,45.85049
-60.0,85.0,5.0,45.809174
-55.0,85.0,5.0,45.817596
-50.0,85.0,5.0,45.79363
-45.0,85.0,5.0,45.78102
-40.0,85.0,5.0,45.770042
-35.0,85.0,5.0,45.749023
-30.0,85.0,5.0,45.734497
-25.0,85.0,5.0,45.714344
-20.0,85.0,5.0,45.70572
-15.0,85.0,5.0,45.678364
-10.0,85.0,5.0,45.675297
-5.0,85.0,5.0,45.666794
0.0,85.0,5.0,45.651344
5.0,85.0,5.0,45.661762
10.0,85.0,5.0,45.642754
15.0,85.0,5.0,45.655354
20.0,85.0,5.0,45.660793
25.0,85.0,5.0,45.65707
30.0,85.0,5.0,45.654873
35.0,85.0,5.0,45.660564
40.0,85.0,5.0,45.66271
45.0,85.0,5.0,45.636494
50.0,85.0,5.0,45.645252
55.0,85.0,5.0,45.65146
60.0,85.0,5.0,45.658325
65.0,85.0,5.0,45.646297
70.0,85.0,5.0,45.666927
75.0,85.0,5.0,45.684277
80.0,85.0,5.0,45.681747
85.0,85.0,5.0,46.20559
-85.0,-85.0,10.0,46.16951
-80.0,-85.0,10.0,46.114285
-75.0,-85.0,10.0,46.07193
-70.0,-85.0,10.0,46.016113
-65.0,-85.0,10.0,45.980755
-60.0,-85.0,10.0,45.93944
-55.0,-85.0,10.0,45.915565
-50.0,-85.0,10.0,45.901436
-45.0,-85.0,10.0,45.87167
-40.0,-85.0,10.0,45.856888
-35.0,-85.0,10.0,45.83012
-30.0,-85.0,10.0,45.806595
-25.0,-85.0,10.0,45.78677
-20.0,-85.0,10.0,45.742756
-15.0,-85.0,10.0,45.7086
-10.0,-85.0,10.0,45.710064
-5.0,-85.0,10.0,45.69663
0.0,-85.0,10.0,45.69548
5.0,-85.0,10.0,45.68829
10.0,-85.0,10.0,45.67707
15.0,-85.0,10.0,45.655037
20.0,-85.0,10.0,45.678272
25.0,-85.0,10.0,45.664608
30.0,-85.0,10.0,45.659184
35.0,-85.0,10.0,45.663517
40.0,-85.0,10.0,45.645107
45.0,-85.0,10.0,45.65295
50.0,-85.0,10.0,45.649364
55.0,-85.0,10.0,45.66129
60.0,-85.0,10.0,45.664215
65.0,-85.0,10.0,45.6638
70.0,-85.0,10.0,45.661964
75.0,-85.0,10.0,45.67154
80.0,-85.0,10.0,45.45891
85.0,-85.0,10.0,45.467278
-85.0,-80.0,10.0,46.191547
-80.0,-80.0,10.0,46.119938
-75.0,-80.0,10.0,46.07959
-70.0,-80.0,10.0,46.03946
-65.0,-80.0,10.0,45.996704
-60.0,-80.0,10.0,45.972874
-55.0,-80.0,10.0,45.930138
-50.0,-80.0,10.0,45.918854
-45.0,-80.0,10.0,45.89287
-40.0,-80.0,10.0,45.884815
-35.0,-80.0,10.0,45.8521
-30.0,-80.0,10.0,45.817276
-25.0,-80.0,10.0,45.804142
-20.0,-80.0,10.0,45.753986
-15.0,-80.0,10.0,45.742382
-10.0,-80.0,10.0,45.73761
-5.0,-80.0,10.0,45.73226
0.0,-80.0,10.0,45.721275
5.0,-80.0,10.0,45.71036
10.0,-80.0,10.0,45.695778
15.0,-80.0,10.0,45.696133
20.0,-80.0,10.0,45.695007
25.0,-80.0,10.0,45.683395
30.0,-80.0,10.0,45.678307
35.0,-80.0,10.0,45.679443
40.0,-80.0,10.0,45.668285
45.0,-80.0,10.0,45.675632
50.0,-80.0,10.0,45.661167
55.0,-80.0,10.0,45.677055
60.0,-80.0,10.0,45.675148
65.0,-80.0,10.0,45.69027
70.0,-80.0,10.0,45.7
75.0,-80.0,10.0,45.69257
80.0,-80.0,10.0,45.550232
85.0,-80.0,10.0,45.554665
-85.0,-75.0,10.0,46.198204
-80.0,-75.0,10.0,46.130585
-75.0,-75.0,10.0,46.086327
-70.0,-75.0,10.0,46.047832
-65.0,-75.0,10.0,46.00156
-60.0,-75.0,10.0,45.98106
-55.0,-75.0,10.0,45.94931
-50.0,-75.0,10.0,45.941833
-45.0,-75.0,10.0,45.917
-40.0,-75.0,10.0,45.88765
-35.0,-75.0,10.0,45.871002
-30.0,-75.0,10.0,45.840645
-25.0,-75.0,10.0,45.822613
-20.0,-75.0,10.0,45.795284
-15.0,-75.0,10.0,45.771095
-10.0,-75.0,10.0,45.765274
-5.0,-75.0,10.0,45.744324
0.0,-75.0,10.0,45.7326
5.0,-75.0,10.0,45.73352
10.0,-75.0,10.0,45.71572
15.0,-75.0,10.0,45.715443
20.0,-75.0,10.0,45.71855
25.0,-75.0,10.0,45.69687
30.0,-75.0,10.0,45.705772
35.0,-75.0,10.0,45.70105
40.0,-75.0,10.0,45.706455
45.0,-75.0,10.0,45.699364
50.0,-75.0,10.0,45.695198
55.0,-75.0,10.0,45.694523
60.0,-75.0,10.0,45.69903
65.0,-75.0,10.0,45.714043
70.0,-75.0,10.0,45.711193
75.0,-75.0,10.0,45.70899
80.0,-75.0,10.0,45.54822
85.0,-75.0,10.0,45.546764
-85.0,-70.0,10.0,46.2056
-80.0,-70.0,10.0,46.13528
-75.0,-70.0,10.0,46.104404
-70.0,-70.0,10.0,46.04711
-65.0,-70.0,10.0,46.03608
-60.0,-70.0,10.0,45.99024
-55.0,-70.0,10.0,45.97405
-50.0,-70.0,10.0,45.97091
-45.0,-70.0,10.0,45.93053
-40.0,-70.0,10.0,45.920517
-35.0,-70.0,10.0,45.891624
-30.0,-70.0,10.0,45.860207
-25.0,-70.0,10.0,45.832726
-20.0,-70.0,10.0,45.802917
-15.0,-70.0,10.0,45.785175
-10.0,-70.0,10.0,45.783466
-5.0,-70.0,10.0,45.763626
0.0,-70.0,10.0,45.76168
5.0,-70.0,10.0,45.76435
10.0,-70.0,10.0,45.73916
15.0,-70.0,10.0,45.733025
20.0,-70.0,10.0,45.748505
25.0,-70.0,10.0,45.724323
30.0,-70.0,10.0,45.729816
35.0,-70.0,10.0,45.726593
40.0,-70.0,10.0,45.70816
45.0,-70.0,10.0,45.722294
50.0,-70.0,10.0,45.708633
55.0,-70.0,10.0,45.724125
60.0,-70.0,10.0,45.720127
65.0,-70.0,10.0,45.720444
70.0,-70.0,10.0,45.736816
75.0,-70.0,10.0,45.727993
80.0,-70.0,10.0,45.63412
85.0,-70.0,10.0,45.66338
-85.0,-65.0,10.0,46.223618
-80.0,-65.0,10.0,46.14802
-75.0,-65.0,10.0,46.107773
-70.0,-65.0,10.0,46.066036
-65.0,-65.0,10.0,46.038834
-60.0,-65.0,10.0,46.014587
-55.0,-65.0,10.0,45.996788
